circuit.problog	1	0.16999999999999998
circuit.problog	2	0.20500000000000002
circuit.problog	3	0.22
circuit.problog	4	0.19
circuit.problog	5	0.21
circuit.problog	6	0.25
circuit.problog	7	0.25
circuit.problog	8	0.24
circuit.problog	9	0.28
circuit.problog	10	0.32
circuit.problog	11	0.29
circuit.problog	12	0.28
circuit.problog	13	0.305
circuit.problog	14	0.4
circuit.problog	15	0.37
circuit.problog	16	0.46499999999999997
circuit.problog	17	0.415
circuit.problog	18	0.445
circuit.problog	19	0.47
circuit.problog	20	0.5
circuit.problog	21	0.53
circuit.problog	22	0.57
circuit.problog	23	0.615
circuit.problog	24	0.66
circuit.problog	25	0.69
circuit.problog	26	0.73
circuit.problog	27	0.78
circuit.problog	28	0.85
circuit.problog	29	0.88
linear.problog	1	0.11
linear.problog	2	0.13
linear.problog	3	0.21
linear.problog	4	0.95
linear.problog	5	16.225
mix.problog	1	0.11
mix.problog	2	0.13
mix.problog	3	0.2
mix.problog	4	0.53
mix.problog	5	3.51
mix.problog	6	32.05
pyro_template.py	1	1.08
pyro_template.py	2	1.065
pyro_template.py	3	1.07
pyro_template.py	4	1.065
pyro_template.py	5	1.065
pyro_template.py	6	1.07
pyro_template.py	7	1.1349999999999998
pyro_template.py	8	1.36
pyro_template.py	9	1.57
pyro_template.py	10	1.25
pyro_template.py	11	1.56
pyro_template.py	12	4.11
pyro_template.py	13	14.385
pyro_template.py	14	54.325
