circuit.problog	1	0.19
circuit.problog	2	0.13
circuit.problog	3	0.14
circuit.problog	4	0.16
circuit.problog	5	0.18
circuit.problog	6	0.19
circuit.problog	7	0.24
circuit.problog	8	0.24
circuit.problog	9	0.25
circuit.problog	10	0.28
circuit.problog	11	0.32
circuit.problog	12	0.33
circuit.problog	13	0.34
circuit.problog	14	0.38
circuit.problog	15	0.41
circuit.problog	16	0.43
circuit.problog	17	0.46
circuit.problog	18	0.50
circuit.problog	19	0.55
circuit.problog	20	0.56
circuit.problog	21	0.62
circuit.problog	22	0.66
circuit.problog	23	0.70
circuit.problog	24	0.75
circuit.problog	25	0.82
circuit.problog	26	0.86
circuit.problog	27	0.92
circuit.problog	28	0.99
circuit.problog	29	1.05
circuit.problog	30	1.04
circuit.problog	31	1.20
circuit.problog	32	1.26
circuit.problog	33	1.32
circuit.problog	34	1.41
circuit.problog	35	1.51
circuit.problog	36	1.85
circuit.problog	37	1.87
circuit.problog	38	2.11
circuit.problog	39	1.95
circuit.problog	40	1.71
circuit.problog	41	1.81
circuit.problog	42	1.90
circuit.problog	43	2.04
circuit.problog	44	2.10
circuit.problog	45	2.20
circuit.problog	46	2.28
circuit.problog	47	2.48
circuit.problog	48	2.61
circuit.problog	49	2.79
circuit.problog	50	2.82
circuit.problog	51	2.97
circuit.problog	52	3.17
circuit.problog	53	3.21
circuit.problog	54	3.43
circuit.problog	55	3.61
circuit.problog	56	3.80
circuit.problog	57	4.66
circuit.problog	58	5.50
circuit.problog	59	4.70
circuit.problog	60	4.41
circuit.problog	61	4.52
circuit.problog	62	4.83
circuit.problog	63	5.04
circuit.problog	64	5.18
circuit.problog	65	5.48
circuit.problog	66	5.61
circuit.problog	67	5.95
circuit.problog	68	6.34
circuit.problog	69	6.38
circuit.problog	70	6.59
circuit.problog	71	6.67
circuit.problog	72	7.26
circuit.problog	73	7.31
circuit.problog	74	7.64
circuit.problog	75	10.47
circuit.problog	76	10.78
circuit.problog	77	9.16
circuit.problog	78	8.73
circuit.problog	79	9.10
circuit.problog	80	9.29
circuit.problog	81	9.51
circuit.problog	82	9.99
circuit.problog	83	10.13
circuit.problog	84	10.62
circuit.problog	85	12.97
circuit.problog	86	14.60
circuit.problog	87	14.34
circuit.problog	88	12.54
circuit.problog	89	13.10
circuit.problog	90	13.42
circuit.problog	91	13.88
circuit.problog	92	14.48
circuit.problog	93	14.92
circuit.problog	94	15.09
circuit.problog	95	15.78
circuit.problog	96	15.88
circuit.problog	97	16.20
circuit.problog	98	16.82
circuit.problog	99	19.40
circuit.problog	100	22.77
circuit.problog	101	22.28
circuit.problog	102	19.15
circuit.problog	103	19.30
circuit.problog	104	20.39
circuit.problog	105	20.56
circuit.problog	106	20.87
circuit.problog	107	21.27
circuit.problog	108	21.91
circuit.problog	109	22.69
circuit.problog	110	23.10
circuit.problog	111	23.75
circuit.problog	112	24.67
circuit.problog	113	24.43
circuit.problog	114	26.87
circuit.problog	115	26.00
circuit.problog	116	27.04
circuit.problog	117	27.36
circuit.problog	118	28.03
circuit.problog	119	29.31
circuit.problog	120	37.54
circuit.problog	121	37.40
circuit.problog	122	33.07
circuit.problog	123	31.69
circuit.problog	124	33.64
circuit.problog	125	32.81
circuit.problog	126	33.98
circuit.problog	127	35.03
circuit.problog	128	35.22
circuit.problog	129	35.57
circuit.problog	130	37.09
circuit.problog	131	37.99
circuit.problog	132	39.61
circuit.problog	133	39.64
circuit.problog	134	39.07
circuit.problog	135	40.21
circuit.problog	136	40.73
circuit.problog	137	41.92
circuit.problog	138	42.87
circuit.problog	139	42.44
circuit.problog	140	52.43
circuit.problog	141	57.44
circuit.problog	142	57.39
circuit.problog	143	56.24
circuit.problog	144	51.97
circuit.problog	145	55.90
circuit.problog	146	65.24
circuit.problog	147	88.89
circuit.problog	148	73.60
circuit.problog	149	69.22
circuit.problog	150	98.81
circuit.problog	151	72.39
circuit.problog	152	74.08
circuit.problog	153	76.40
circuit.problog	154	73.33
circuit.problog	155	85.03
