circuit.problog	1	0.12
circuit.problog	2	0.12
circuit.problog	3	0.16
circuit.problog	4	0.16
circuit.problog	5	0.18
circuit.problog	6	0.18
circuit.problog	7	0.20
circuit.problog	8	0.22
circuit.problog	9	0.24
circuit.problog	10	0.26
circuit.problog	11	0.28
circuit.problog	12	0.31
circuit.problog	13	0.33
circuit.problog	14	0.34
circuit.problog	15	0.37
circuit.problog	16	0.39
circuit.problog	17	0.42
circuit.problog	18	0.46
circuit.problog	19	0.49
circuit.problog	20	0.54
circuit.problog	21	0.57
circuit.problog	22	0.61
circuit.problog	23	0.64
circuit.problog	24	0.67
circuit.problog	25	0.71
circuit.problog	26	0.77
circuit.problog	27	0.82
circuit.problog	28	0.89
circuit.problog	29	0.92
circuit.problog	30	0.97
linear.problog	1	0.10
linear.problog	2	0.12
linear.problog	3	0.21
linear.problog	4	0.98
linear.problog	5	18.08
