circuit.problog	1	0.15
circuit.problog	2	0.16
circuit.problog	3	0.18
circuit.problog	4	0.20
circuit.problog	5	0.23
circuit.problog	6	0.26
circuit.problog	7	0.28
circuit.problog	8	0.31
circuit.problog	9	0.35
circuit.problog	10	0.37
circuit.problog	11	0.40
circuit.problog	12	0.44
circuit.problog	13	0.48
circuit.problog	14	0.52
circuit.problog	15	0.59
circuit.problog	16	0.57
circuit.problog	17	0.69
circuit.problog	18	0.74
circuit.problog	19	0.66
circuit.problog	20	0.77
circuit.problog	21	0.85
circuit.problog	22	0.95
circuit.problog	23	1.05
circuit.problog	24	1.03
circuit.problog	25	1.09
circuit.problog	26	1.21
circuit.problog	27	1.34
circuit.problog	28	1.41
circuit.problog	29	1.51
linear.problog	1	0.14
linear.problog	2	0.16
linear.problog	3	0.28
linear.problog	4	1.50
linear.problog	5	25.77
