circuit.problog	1	0.11
circuit.problog	2	0.11
circuit.problog	3	0.12
circuit.problog	4	0.15
circuit.problog	5	0.16
circuit.problog	6	0.19
circuit.problog	7	0.19
circuit.problog	8	0.21
circuit.problog	9	0.22
circuit.problog	10	0.27
circuit.problog	11	0.28
circuit.problog	12	0.28
circuit.problog	13	0.31
circuit.problog	14	0.33
circuit.problog	15	0.36
circuit.problog	16	0.38
circuit.problog	17	0.39
circuit.problog	18	0.43
circuit.problog	19	0.44
circuit.problog	20	0.47
circuit.problog	21	0.5
circuit.problog	22	0.52
circuit.problog	23	0.56
circuit.problog	24	0.69
circuit.problog	25	0.78
circuit.problog	26	0.73
circuit.problog	27	0.85
circuit.problog	28	0.72
circuit.problog	29	0.74
circuit.problog	30	0.78
interleaved.jl	1	5.86
interleaved.jl	2	6.72
interleaved.jl	3	6.82
interleaved.jl	4	6.8
interleaved.jl	5	6.88
interleaved.jl	6	6.76
interleaved.jl	7	6.78
interleaved.jl	8	8.42
interleaved.jl	9	6.78
interleaved.jl	10	6.77
interleaved.jl	11	6.81
interleaved.jl	12	6.79
interleaved.jl	13	6.83
interleaved.jl	14	6.8
interleaved.jl	15	6.84
interleaved.jl	16	6.88
interleaved.jl	17	8.71
interleaved.jl	18	8.83
interleaved.jl	19	8.75
interleaved.jl	20	7.66
interleaved.jl	21	7.17
interleaved.jl	22	7.12
interleaved.jl	23	7.55
interleaved.jl	24	7.54
interleaved.jl	25	8.33
interleaved.jl	26	7.29
interleaved.jl	27	6.82
interleaved.jl	28	6.97
interleaved.jl	29	8.57
interleaved.jl	30	8.16
interleaved_lsb_first.jl	1	5.85
interleaved_lsb_first.jl	2	6.69
interleaved_lsb_first.jl	3	6.82
interleaved_lsb_first.jl	4	6.85
interleaved_lsb_first.jl	5	6.83
interleaved_lsb_first.jl	6	6.77
interleaved_lsb_first.jl	7	7.7
interleaved_lsb_first.jl	8	9.04
interleaved_lsb_first.jl	9	8.59
interleaved_lsb_first.jl	10	8.3
interleaved_lsb_first.jl	11	8.65
interleaved_lsb_first.jl	12	8.54
interleaved_lsb_first.jl	13	7.09
interleaved_lsb_first.jl	14	7.0
interleaved_lsb_first.jl	15	7.1
interleaved_lsb_first.jl	16	6.99
interleaved_lsb_first.jl	17	7.08
interleaved_lsb_first.jl	18	7.07
interleaved_lsb_first.jl	19	7.05
interleaved_lsb_first.jl	20	7.01
interleaved_lsb_first.jl	21	8.87
interleaved_lsb_first.jl	22	8.64
interleaved_lsb_first.jl	23	8.73
interleaved_lsb_first.jl	24	7.15
interleaved_lsb_first.jl	25	6.99
interleaved_lsb_first.jl	26	7.02
interleaved_lsb_first.jl	27	7.0
interleaved_lsb_first.jl	28	7.07
interleaved_lsb_first.jl	29	7.02
interleaved_lsb_first.jl	30	7.07
